epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,597.386,0.60646,0.56341,0.26302,0.43945,1.17285,0.97844,0.9532,0.97733,0.77196,0.98509,0.99104,0.99459,0.60324,0.88446,1.70723,0.02949,0.36609,1.57807,0.000938772,0.000938772,0.000938772
18,632.986,0.60333,0.55028,0.24986,0.43515,1.17123,0.98148,0.95386,0.98885,0.76798,0.97613,0.98148,0.99397,0.61741,0.91385,1.65453,0.01746,0.35663,1.57729,0.000931067,0.000931067,0.000931067
19,668.477,0.59498,0.53407,0.24123,0.42537,1.16152,0.9748,0.96718,0.9815,0.77397,0.99378,0.994,0.99493,0.59945,0.89002,1.72609,0.01033,0.34521,1.55807,0.000922942,0.000922942,0.000922942
20,707.125,0.59575,0.51456,0.23864,0.42457,1.16422,0.98082,0.961,0.97394,0.76022,0.99023,0.994,0.99489,0.58762,0.91948,1.74555,0.01818,0.3552,1.6379,0.000914405,0.000914405,0.000914405
21,746.488,0.58554,0.48972,0.23373,0.42219,1.15296,0.97269,0.964,0.97567,0.7572,0.99104,0.9957,0.99489,0.62302,0.92343,1.59551,0.01298,0.34088,1.63114,0.000905463,0.000905463,0.000905463
22,783.553,0.58745,0.49426,0.23246,0.41905,1.15771,0.97436,0.969,0.97676,0.76383,0.99084,0.992,0.99485,0.61062,0.90153,1.69358,0.01123,0.32618,1.57213,0.000896127,0.000896127,0.000896127
23,821.068,0.58423,0.50184,0.2329,0.41835,1.15728,0.96359,0.974,0.97849,0.76196,0.98909,0.99759,0.9949,0.60306,0.91669,1.6858,0.01058,0.34485,1.62135,0.000886404,0.000886404,0.000886404
24,855.666,0.5825,0.47008,0.2276,0.41524,1.15675,0.96878,0.967,0.97901,0.75455,0.98616,0.986,0.99458,0.5984,0.95323,1.7297,0.01612,0.33525,1.65172,0.000876305,0.000876305,0.000876305
25,890.244,0.58305,0.47108,0.22702,0.41103,1.15292,0.95773,0.97432,0.97512,0.76934,0.97392,0.998,0.99448,0.59463,0.88185,1.73689,0.01258,0.33995,1.55176,0.000865839,0.000865839,0.000865839
26,924.853,0.57677,0.47082,0.22498,0.40925,1.15137,0.97523,0.974,0.97592,0.7634,0.99623,0.996,0.99497,0.59244,0.8986,1.79949,0.02076,0.33555,1.57299,0.000855018,0.000855018,0.000855018
27,959.536,0.58007,0.45542,0.22089,0.41319,1.15792,0.97631,0.975,0.98409,0.75524,0.99641,0.995,0.99497,0.60364,0.93321,1.69114,0.01134,0.33453,1.63127,0.000843851,0.000843851,0.000843851
28,994.269,0.57394,0.4605,0.21902,0.41216,1.15286,0.97729,0.975,0.97648,0.77141,0.99501,0.99632,0.99491,0.5993,0.901,1.71465,0.01287,0.33069,1.60819,0.000832349,0.000832349,0.000832349
29,1029.11,0.57935,0.45345,0.22044,0.41522,1.15414,0.95214,0.972,0.98314,0.76199,0.96916,0.991,0.99385,0.60404,0.90903,1.67542,0.01457,0.35023,1.59362,0.000820525,0.000820525,0.000820525
30,1063.77,0.58251,0.44962,0.21916,0.42107,1.15449,0.98475,0.96885,0.98353,0.77136,0.99305,0.995,0.99493,0.60445,0.89764,1.70715,0.01506,0.3359,1.54536,0.000808389,0.000808389,0.000808389
31,1098.4,0.57625,0.43978,0.21791,0.40814,1.14906,0.98248,0.95318,0.98404,0.76485,0.97678,0.989,0.99427,0.59698,0.91784,1.74982,0.00777,0.33644,1.61252,0.000795954,0.000795954,0.000795954
32,1133,0.57301,0.42923,0.21384,0.40374,1.14489,0.98108,0.963,0.98478,0.76984,0.97918,0.98772,0.99447,0.60864,0.91209,1.69864,0.01261,0.32916,1.58266,0.000783231,0.000783231,0.000783231
33,1167.56,0.57381,0.42926,0.21227,0.39843,1.14788,0.98385,0.971,0.97638,0.75714,0.99699,0.99474,0.99494,0.60123,0.92228,1.72598,0.01283,0.32645,1.63026,0.000770234,0.000770234,0.000770234
34,1202.15,0.56743,0.43478,0.21261,0.40828,1.14222,0.98486,0.97589,0.98531,0.77785,0.99598,0.99204,0.99497,0.60354,0.87855,1.71468,0.0079,0.31899,1.54717,0.000756976,0.000756976,0.000756976
35,1236.78,0.56651,0.42127,0.20723,0.4011,1.13814,0.97738,0.971,0.97604,0.76178,0.99599,0.99365,0.99494,0.59841,0.91282,1.73104,0.00978,0.32872,1.58767,0.000743468,0.000743468,0.000743468
36,1271.33,0.57377,0.42768,0.20484,0.40113,1.1495,0.97198,0.97112,0.97664,0.76363,0.997,0.99627,0.99494,0.60093,0.91249,1.76559,0.01008,0.3111,1.60743,0.000729725,0.000729725,0.000729725
37,1305.91,0.56379,0.40815,0.20835,0.39675,1.13849,0.97781,0.96941,0.97703,0.77067,0.99649,0.991,0.99492,0.59493,0.9046,1.7993,0.01022,0.31587,1.59314,0.000715761,0.000715761,0.000715761
38,1340.49,0.55866,0.41579,0.20511,0.3951,1.14076,0.97898,0.97798,0.97761,0.76177,0.995,0.9959,0.99493,0.60534,0.93783,1.71405,0.00983,0.31528,1.6446,0.000701588,0.000701588,0.000701588
39,1375.04,0.55644,0.41127,0.20793,0.3991,1.13606,0.97954,0.972,0.97739,0.77104,0.99799,0.99509,0.995,0.60191,0.91133,1.72894,0.01274,0.33015,1.6256,0.000687222,0.000687222,0.000687222
40,1409.64,0.56124,0.40832,0.20511,0.39474,1.13908,0.9795,0.968,0.97639,0.76912,0.99003,0.992,0.99484,0.59929,0.91028,1.72598,0.00928,0.31822,1.63148,0.000672675,0.000672675,0.000672675
41,1444.18,0.56027,0.39241,0.20121,0.39632,1.1432,0.97787,0.976,0.97565,0.7616,0.998,0.99762,0.99498,0.59319,0.93172,1.76733,0.00695,0.32334,1.64335,0.000657963,0.000657963,0.000657963
42,1478.76,0.55399,0.39376,0.19893,0.38874,1.13355,0.97344,0.968,0.97714,0.7626,0.99098,0.98931,0.99471,0.59798,0.92477,1.75111,0.01155,0.32642,1.64924,0.000643101,0.000643101,0.000643101
43,1513.35,0.56184,0.39208,0.20041,0.39605,1.14077,0.97293,0.9705,0.97682,0.76362,0.99298,0.9902,0.99487,0.60097,0.90986,1.74893,0.00908,0.32289,1.64736,0.000628101,0.000628101,0.000628101
44,1547.92,0.54902,0.38201,0.19664,0.38352,1.13314,0.9784,0.977,0.97748,0.77035,0.99842,0.997,0.99496,0.60238,0.91668,1.72613,0.00962,0.31407,1.61997,0.000612981,0.000612981,0.000612981
45,1582.47,0.55428,0.38466,0.1941,0.38835,1.13372,0.97288,0.96851,0.97721,0.77276,0.99498,0.99152,0.99494,0.59936,0.8983,1.74015,0.00866,0.31361,1.6098,0.000597754,0.000597754,0.000597754
46,1617.06,0.55098,0.38145,0.19483,0.38909,1.12794,0.97874,0.96673,0.97669,0.76739,0.99145,0.989,0.99485,0.60451,0.9047,1.72334,0.00729,0.31491,1.60019,0.000582435,0.000582435,0.000582435
47,1651.69,0.54556,0.37785,0.19372,0.38199,1.13077,0.97277,0.962,0.9756,0.76009,0.98217,0.99144,0.99457,0.59679,0.91808,1.74164,0.00752,0.3238,1.61037,0.00056704,0.00056704,0.00056704
48,1686.3,0.5479,0.3738,0.19074,0.38928,1.12879,0.98086,0.97394,0.98545,0.7704,0.99,0.99034,0.99487,0.60262,0.9076,1.73302,0.00629,0.31734,1.60564,0.000551584,0.000551584,0.000551584
49,1720.89,0.54199,0.38324,0.19409,0.38466,1.12267,0.97888,0.9733,0.9768,0.76246,0.99398,0.99149,0.9949,0.60207,0.93613,1.73017,0.00939,0.3156,1.66614,0.000536081,0.000536081,0.000536081
50,1755.51,0.54167,0.36709,0.19039,0.38131,1.12391,0.97462,0.972,0.97587,0.76263,0.99301,0.996,0.99489,0.59882,0.91994,1.76297,0.00695,0.31249,1.64066,0.000520548,0.000520548,0.000520548
51,1790.15,0.54781,0.36185,0.18666,0.38462,1.12746,0.9768,0.96845,0.97623,0.76515,0.99525,0.99,0.99487,0.60239,0.9219,1.73365,0.00527,0.32643,1.65216,0.000505,0.000505,0.000505
52,1824.76,0.54525,0.3676,0.18744,0.37897,1.12643,0.97382,0.96721,0.977,0.76398,0.99043,0.989,0.99461,0.60186,0.91368,1.75438,0.00648,0.31945,1.61966,0.000489452,0.000489452,0.000489452
53,1859.34,0.54755,0.36828,0.18714,0.38624,1.12585,0.97833,0.969,0.97635,0.76373,0.99279,0.992,0.99477,0.59762,0.9122,1.76919,0.00572,0.31259,1.61936,0.000473919,0.000473919,0.000473919
54,1894.05,0.5417,0.35735,0.18735,0.38284,1.12558,0.97294,0.97075,0.97696,0.75702,0.99699,0.99491,0.99497,0.60361,0.92633,1.74239,0.00435,0.31344,1.66015,0.000458416,0.000458416,0.000458416
55,1928.38,0.53967,0.34674,0.18627,0.37478,1.12083,0.98371,0.96593,0.97748,0.76428,0.99698,0.99195,0.99492,0.60197,0.92543,1.73988,0.00769,0.31807,1.65041,0.00044296,0.00044296,0.00044296
56,1962.68,0.53934,0.35164,0.18299,0.38372,1.1226,0.9773,0.965,0.97705,0.7624,0.9913,0.989,0.9948,0.60419,0.93385,1.74049,0.00587,0.32164,1.66111,0.000427565,0.000427565,0.000427565
57,1996.99,0.53935,0.34549,0.17642,0.37217,1.12065,0.98249,0.969,0.97706,0.76208,0.99596,0.98686,0.9949,0.60695,0.92572,1.7236,0.00629,0.31833,1.66854,0.000412246,0.000412246,0.000412246
58,2031.31,0.532,0.34683,0.17895,0.37025,1.11862,0.97114,0.97577,0.97698,0.76193,0.99204,0.99645,0.99493,0.60571,0.93119,1.73443,0.00631,0.31526,1.6796,0.000397019,0.000397019,0.000397019
59,2065.56,0.53025,0.34173,0.17677,0.3695,1.1167,0.97709,0.973,0.97754,0.76561,0.996,0.99504,0.99494,0.60399,0.91568,1.73569,0.00763,0.30833,1.64035,0.000381899,0.000381899,0.000381899
60,2099.87,0.53092,0.33568,0.17503,0.37154,1.11577,0.97686,0.97086,0.97663,0.76115,0.99899,0.99326,0.99494,0.60202,0.93089,1.73762,0.00599,0.31938,1.66537,0.000366899,0.000366899,0.000366899
61,2134.16,0.53091,0.34876,0.17324,0.37348,1.11591,0.97719,0.97,0.97717,0.76296,0.99734,0.99,0.9949,0.60218,0.92609,1.73821,0.00513,0.31984,1.64658,0.000352037,0.000352037,0.000352037
62,2168.44,0.52366,0.33094,0.17059,0.36901,1.11109,0.97779,0.96857,0.97726,0.76327,0.99699,0.99229,0.99494,0.60061,0.9371,1.7453,0.00485,0.31925,1.67398,0.000337325,0.000337325,0.000337325
63,2202.73,0.52178,0.334,0.17029,0.3651,1.11287,0.97451,0.968,0.97699,0.76684,0.99499,0.99345,0.99493,0.60131,0.92207,1.74696,0.00511,0.31704,1.64989,0.000322778,0.000322778,0.000322778
64,2237,0.52654,0.32356,0.17021,0.36364,1.1107,0.97595,0.963,0.97794,0.76144,0.99198,0.99003,0.99484,0.60458,0.92942,1.72862,0.00588,0.32441,1.63433,0.000308412,0.000308412,0.000308412
65,2271.21,0.52697,0.33339,0.16709,0.36562,1.11204,0.97978,0.96893,0.98456,0.767,0.99398,0.99013,0.99487,0.60501,0.92274,1.73338,0.00483,0.31365,1.63829,0.000294239,0.000294239,0.000294239
66,2305.49,0.5269,0.32667,0.1688,0.37297,1.11669,0.97582,0.96875,0.97638,0.7589,0.99603,0.991,0.99491,0.60014,0.93401,1.73763,0.00507,0.32027,1.66537,0.000280275,0.000280275,0.000280275
67,2340.3,0.52129,0.31603,0.16446,0.36258,1.1131,0.97674,0.96574,0.97717,0.76255,0.99746,0.987,0.99489,0.60048,0.93232,1.74791,0.00493,0.31636,1.67455,0.000266532,0.000266532,0.000266532
68,2374.89,0.52212,0.31536,0.16291,0.3647,1.10937,0.97631,0.97,0.97693,0.75588,0.99655,0.99,0.99489,0.59953,0.93336,1.74692,0.00444,0.32073,1.65258,0.000253024,0.000253024,0.000253024
69,2409.46,0.52232,0.32376,0.16239,0.36653,1.11362,0.97567,0.967,0.97702,0.75737,0.99668,0.988,0.99482,0.60119,0.9344,1.74341,0.00448,0.32193,1.67129,0.000239766,0.000239766,0.000239766
70,2444.04,0.51685,0.30829,0.16081,0.35785,1.10706,0.97282,0.96652,0.97642,0.75928,0.99497,0.98879,0.99484,0.60004,0.93212,1.74736,0.00449,0.32071,1.66341,0.000226769,0.000226769,0.000226769
71,2478.63,0.51638,0.32106,0.16316,0.3621,1.10642,0.97583,0.96894,0.97678,0.76029,0.99384,0.99,0.99487,0.59968,0.92985,1.75108,0.00438,0.31691,1.66858,0.000214046,0.000214046,0.000214046
72,2513.28,0.51568,0.32125,0.15881,0.35979,1.10396,0.97381,0.967,0.97702,0.75962,0.99456,0.988,0.99488,0.60231,0.93132,1.74325,0.00431,0.31876,1.66956,0.000201611,0.000201611,0.000201611
73,2547.91,0.51278,0.31226,0.15778,0.35716,1.10722,0.97349,0.967,0.97655,0.75918,0.99514,0.989,0.99482,0.59931,0.92867,1.75721,0.00396,0.3221,1.6596,0.000189475,0.000189475,0.000189475
74,2582.58,0.51013,0.30862,0.15811,0.35191,1.10352,0.97378,0.965,0.97675,0.76353,0.99551,0.987,0.99477,0.60065,0.92183,1.74826,0.00406,0.31698,1.65917,0.000177651,0.000177651,0.000177651
75,2617.22,0.51221,0.30107,0.15387,0.36008,1.10552,0.97381,0.96678,0.97679,0.76396,0.99496,0.98759,0.9948,0.60119,0.91603,1.74406,0.00357,0.31472,1.65002,0.000166149,0.000166149,0.000166149
76,2651.8,0.51287,0.30964,0.15803,0.35504,1.10729,0.9742,0.966,0.97675,0.76357,0.99612,0.988,0.99491,0.59912,0.92321,1.75802,0.00353,0.31822,1.66249,0.000154982,0.000154982,0.000154982
77,2686.38,0.50886,0.2948,0.15613,0.35655,1.10376,0.9748,0.96707,0.97697,0.76665,0.99597,0.98851,0.99491,0.59958,0.91797,1.7527,0.00414,0.31393,1.65913,0.000144161,0.000144161,0.000144161
78,2720.97,0.51595,0.31057,0.15393,0.35997,1.10506,0.97874,0.96691,0.97722,0.7621,0.99757,0.987,0.99478,0.60037,0.92912,1.74262,0.00465,0.32151,1.67487,0.000133695,0.000133695,0.000133695
79,2753.77,0.50592,0.30117,0.15415,0.35637,1.10148,0.97765,0.96255,0.97713,0.76413,0.99595,0.98456,0.9947,0.60076,0.9177,1.74595,0.00448,0.32056,1.65811,0.000123596,0.000123596,0.000123596
80,2788.4,0.50807,0.30461,0.15887,0.35004,1.10515,0.97669,0.96367,0.97709,0.76576,0.99662,0.985,0.99469,0.60188,0.92144,1.74826,0.00416,0.31801,1.66996,0.000113873,0.000113873,0.000113873
81,2822.99,0.50603,0.29351,0.15636,0.35189,1.09976,0.97748,0.967,0.97746,0.76487,0.99663,0.989,0.99492,0.60043,0.92442,1.74985,0.00382,0.31724,1.6762,0.000104537,0.000104537,0.000104537
82,2857.58,0.5048,0.30179,0.15424,0.3473,1.09877,0.97467,0.966,0.97689,0.76344,0.99497,0.98961,0.99482,0.6006,0.92719,1.75412,0.00435,0.31961,1.68197,9.55951e-05,9.55951e-05,9.55951e-05
83,2892.17,0.5006,0.28876,0.15277,0.35301,1.09761,0.97748,0.961,0.97714,0.76248,0.99331,0.987,0.99478,0.60109,0.92784,1.75063,0.00398,0.31944,1.6837,8.70577e-05,8.70577e-05,8.70577e-05
84,2926.77,0.50504,0.29324,0.15098,0.34418,1.09956,0.98038,0.964,0.97744,0.76318,0.99495,0.98483,0.99468,0.60358,0.92712,1.73893,0.00398,0.31879,1.66984,7.89327e-05,7.89327e-05,7.89327e-05
85,2961.37,0.50369,0.30295,0.15392,0.35013,1.10196,0.97936,0.963,0.97723,0.76339,0.99496,0.986,0.99473,0.60244,0.92658,1.74201,0.004,0.31974,1.66404,7.12282e-05,7.12282e-05,7.12282e-05
86,2995.93,0.49967,0.28469,0.14963,0.34382,1.09534,0.97867,0.96331,0.97737,0.76309,0.99596,0.98703,0.99473,0.60125,0.92928,1.74753,0.004,0.32047,1.67522,6.39518e-05,6.39518e-05,6.39518e-05
87,3030.51,0.50203,0.28837,0.15068,0.34626,1.0985,0.9783,0.961,0.97719,0.76343,0.99495,0.98567,0.99471,0.6009,0.92756,1.74629,0.00398,0.32125,1.67341,5.71106e-05,5.71106e-05,5.71106e-05
88,3065.08,0.49709,0.29049,0.14963,0.34208,1.09521,0.97668,0.96307,0.97724,0.76254,0.9953,0.987,0.9946,0.60198,0.92954,1.74328,0.00398,0.31965,1.67571,5.07115e-05,5.07115e-05,5.07115e-05
89,3099.62,0.49863,0.28971,0.14867,0.34541,1.09276,0.9767,0.96395,0.97738,0.76155,0.99496,0.98678,0.99464,0.6018,0.93029,1.74146,0.00375,0.31878,1.6786,4.47606e-05,4.47606e-05,4.47606e-05
90,3134.22,0.50498,0.29151,0.1517,0.3494,1.09939,0.97866,0.96291,0.97739,0.76131,0.99596,0.98665,0.99467,0.6011,0.92967,1.74417,0.00368,0.32019,1.68094,3.9264e-05,3.9264e-05,3.9264e-05
91,3179.87,0.43607,0.16265,0.02685,0.28796,1.13194,0.9757,0.96358,0.97629,0.75761,0.99596,0.98648,0.99469,0.60077,0.92844,1.74426,0.00317,0.32294,1.6954,3.4227e-05,3.4227e-05,3.4227e-05
92,3214.4,0.43316,0.16064,0.02905,0.27748,1.13473,0.9777,0.96443,0.976,0.75567,0.99395,0.98617,0.99462,0.60166,0.92836,1.74178,0.00313,0.32502,1.69488,2.96546e-05,2.96546e-05,2.96546e-05
93,3248.88,0.43061,0.15048,0.02498,0.27544,1.12951,0.97667,0.96305,0.97581,0.75621,0.99357,0.986,0.99466,0.60122,0.92697,1.73805,0.00319,0.32491,1.68998,2.55513e-05,2.55513e-05,2.55513e-05
94,3283.37,0.42935,0.14321,0.02457,0.27441,1.12705,0.97565,0.9616,0.97575,0.75648,0.99201,0.983,0.99458,0.60128,0.92699,1.73792,0.00324,0.32581,1.68698,2.19212e-05,2.19212e-05,2.19212e-05
95,3317.93,0.43074,0.14762,0.02621,0.27304,1.12935,0.97464,0.96066,0.97574,0.75606,0.99172,0.982,0.99458,0.602,0.92669,1.73684,0.00327,0.32548,1.68515,1.87678e-05,1.87678e-05,1.87678e-05
96,3352.53,0.42972,0.14489,0.02302,0.26924,1.12586,0.97459,0.95879,0.97573,0.75667,0.99129,0.98,0.99448,0.60141,0.92637,1.73835,0.00328,0.32515,1.68394,1.60943e-05,1.60943e-05,1.60943e-05
97,3387.04,0.42617,0.14297,0.02516,0.26886,1.12624,0.97947,0.95397,0.97569,0.75607,0.99139,0.979,0.99441,0.60159,0.92594,1.73891,0.00325,0.32556,1.68283,1.39032e-05,1.39032e-05,1.39032e-05
98,3421.55,0.4274,0.14081,0.0222,0.27046,1.12811,0.97949,0.95498,0.97581,0.75718,0.99088,0.97834,0.99448,0.60124,0.92428,1.74013,0.0032,0.32513,1.6792,1.21968e-05,1.21968e-05,1.21968e-05
99,3456.05,0.42422,0.14134,0.02583,0.27369,1.12332,0.97928,0.955,0.97592,0.75658,0.99088,0.97768,0.99446,0.60101,0.92331,1.73856,0.00322,0.32396,1.67692,1.09768e-05,1.09768e-05,1.09768e-05
100,3490.55,0.4259,0.1386,0.02305,0.26918,1.13224,0.979,0.956,0.9764,0.75662,0.99088,0.97805,0.99449,0.60145,0.92421,1.73821,0.00316,0.32443,1.67719,1.02443e-05,1.02443e-05,1.02443e-05
